397025	52147
397063	34865
397070	37928
397082	72645
397086	48811
397093	271739
397098	295201
397158	285571
397161	289603
397167	65361
397169	2214
397179	27195
397179	321737
400070	20687
400072	27701
400084	37291
400168	274534
400172	252552
400175	244106
400177	18584
400275	248384
400368	51799
400377	37983
400382	49630
400406	281614
400419	68633
400422	36577
400437	1874
400441	71910
400451	35763
400469	294300
400472	28375
400474	400383
400476	400375
400478	51826
400612	245304
400614	265351
400616	275905
400618	33650
400620	258248
400621	59042
400645	47793
400650	400426
400652	68987
400813	40133
401619	35257
401658	35310
401669	41605
401675	241265
401687	401677
401693	18067
401702	401695
401721	28026
401733	286693
401744	401730
401842	304614
401862	30793
401866	73835
402130	71918
402144	53974
402164	263606
402197	24604
402221	399688
402229	261845
402232	19458
402240	27587
402253	26306
402272	39001
402279	29371
402291	22126
402300	48347
402311	57202
402330	263990
402337	36790
402467	270473
402489	402474
402496	266506
402500	1832
402504	42845
402509	58843
402511	54334
402829	402805
402832	402802
402835	402801
402838	270570
402841	398984
402878	329713
402885	402843
402887	74007
402892	516998
402895	54918
402903	56366
402906	56734
402938	69899
402940	27239
402942	61396
402944	254432
402957	73434
402959	37449
402962	36228
402965	57974
402968	35041
402970	58008
402972	36758
402975	38766
402980	59803
402985	43847
402988	402982
402990	24314
402996	402992
403328	317271
403330	247458
403332	67141
403335	290504
403339	29758
403342	245655
403347	61929
403349	293690
403353	70104
403355	70413
403358	35407
403361	36663
403423	403362
403428	62098
403436	322961
403443	325070
403448	311655
403456	69531
403461	50471
403463	32569
403470	66767
403477	309722
403487	258345
403496	72583
403502	300559
403506	18009
403576	316872
403579	296499
403581	277500
403583	314632
403587	260149
403589	283293
403600	61241
403602	68492
403618	272450
403620	403614
403626	1769
403644	1824
403759	454405
403761	283873
403763	288437
403765	50158
403767	30524
403771	37762
403771	37765
403773	48481
403776	68682
403778	39034
403869	387469
403871	61008
403873	16774
405382	60535
405383	270280
405386	71539
406259	320789
406261	17849
406263	278782
406422	301579
406433	328143
406438	30920
406469	25998
406512	67930
406543	294120
406579	16033
406595	321833
406610	65671
406620	257496
406674	245053
407206	396054
407208	29563
408363	239506
408438	253041
408441	295521
408444	257138
408446	266010
408449	1933
410561	44134
410563	45924
410565	267658
410567	73467
410569	294716
410571	34399
410573	21756
410629	262275
410647	47258
410654	280635
410656	33536
410658	32668
410668	410664
410683	250218
410688	286573
410690	23171
410711	54273
410717	256824
410720	33243
410727	276873
410730	297175
410734	288677
410738	57747
410812	23899
410815	325474
413238	275675
413240	311033
413242	58099
413242	446713
413245	69047
413247	52170
413249	61378
413260	34223
414814	64293
414820	285179
414853	65396
414871	239496
415704	51504
415728	68646
415730	52276
415734	44213
415790	32182
415799	55678
415808	38204
415812	388865
415817	30604
415925	372021
415927	39229
415931	61610
415937	297697
415943	248526
415952	38956
415954	264795
415962	248148
417002	51900
417016	54087
417018	66872
417023	18159
417028	51770
417261	43265
417747	34316
417750	20447
417754	55245
417761	55481
417763	50863
417765	29964
417768	47088
417775	258590
417776	17103
417777	251635
417778	288482
417779	403999
417779	931537
417780	279379
417781	43132
417783	56695
417785	305172
417787	72039
417789	292289
417791	32942
417793	272519
417795	31734
417797	322128
417798	18053
418531	24210
418541	49013
418549	73049
418551	55221
418553	66043
418555	63985
418560	418502
418562	39003
418566	16463
418568	49217
419245	37732
419248	19827
419253	291714
419255	69356
419261	58145
419263	312426
419265	48938
419270	31292
419272	63398
419278	28857
419289	242469
419291	267327
419695	24657
421749	36617
421760	33039
421772	67437
421779	61573
421808	421768
421820	31390
421824	54055
421827	48316
421831	66953
421838	31620
421844	19760
421886	421836
421890	56878
421892	238930
421967	41157
421969	41981
421973	285944
421976	49955
421976	435247
421979	68142
421981	244210
421983	37542
421986	42584
421990	414632
421994	242794
421997	416549
421999	29597
422001	65957
422003	22940
422005	73969
422007	60090
422010	59709
422013	55065
422015	45911
422019	64691
422022	16709
422026	72885
422028	38682
422029	2459
422030	28031
422034	31759
422036	55100
422038	17974
422040	60364
422044	73089
422046	31010
422050	63607
422052	49515
422054	71283
422056	396201
422058	24068
422964	36405
422966	31634
422967	57753
422969	18594
422971	33569
422973	48184
422975	25149
422977	42587
422979	248599
422981	30715
422983	38102
422985	21778
422987	71444
422989	298288
422991	239882
422994	1310
423178	53413
423187	263150
423627	277315
423629	68905
423631	24218
423634	41163
423648	56351
423881	284044
423885	308758
423887	240078
423889	31527
423891	56287
423896	37822
423898	60352
423900	242585
423902	279471
423904	242197
423907	282525
423911	72809
424886	60679
424890	65536
424903	52648
424905	279076
424965	244861
424968	44821
424971	51803
424974	253498
425001	245096
425004	60063
425008	257758
425349	61889
425357	290549
425415	16926
425418	304719
425421	38711
425423	304927
425427	26787
425932	245525
425934	39175
425935	310506
425938	46343
425940	240667
425944	71529
425946	301044
425948	57281
425951	29137
425953	301397
425955	69214
425957	43627
426229	321182
426238	38837
426240	35372
426242	17824
426244	56291
426247	33635
426249	53977
426737	43918
426739	282935
426741	254674
426743	26611
426745	37120
426746	66147
426750	1683
426905	33996
426907	272711
426958	254917
426960	271884
426962	60475
426982	261614
426991	280865
426996	49753
426998	279193
427000	20813
428638	18735
428990	58944
428995	52445
428998	21929
429003	73965
429014	295816
430241	57364
430243	320516
430428	310713
430433	312045
430469	283105
430487	35846
431503	65247
431508	69744
431517	34053
431570	44631
431587	30489
431882	372017
431904	357919
431926	1725
432353	54353
432361	271550
432362	385086
432363	52134
432365	254246
432366	432291
433476	418879
433476	569759
433494	39564
433506	66454
433551	32072
433553	433531
433682	24277
433688	71583
433698	16699
433710	27225
433887	29220
433896	265747
433902	44453
433904	258363
433908	52419
433921	55498
433926	15854
433931	20950
433934	328604
435234	64101
435241	32091
435244	347371
435246	435417
435260	31890
435712	296685
436026	24714
437742	243824
437744	284671
437746	258667
437749	319976
437750	42849
437752	25510
437752	443159
444974	282052
444981	303019
445002	305282
445004	242152
446300	286686
450941	242881
450951	242893
450960	276105
450979	55752
452360	30530
452385	72461
452413	283579
452453	17135
452504	249421
452563	35386
452567	38723
454795	71747
454804	25717
454805	21274
454806	21280
457562	238571
457585	60225
457590	404074
457603	457597
457609	15975
457612	30442
457620	457615
457692	281941
458159	62815
458161	318532
458164	32112
458166	243020
458704	32018
458768	257885
458768	262183
458783	317746
458789	320837
458799	259810
458804	57696
458812	2216
458814	16966
458814	16967
458826	71499
458834	2054
458842	23763
458848	38681
458851	45462
458853	26862
458873	66597
458880	458878
459054	415516
459347	312636
459349	253918
459352	59444
459356	72186
459357	73558
459379	435084
459755	71783
459760	241566
459768	27819
459772	321497
459778	249769
459781	263438
459813	41599
459815	70694
459923	367935
459993	283403
460476	34994
460480	38827
460482	437075
460626	460624
460631	460628
460646	293048
460656	25076
460661	292949
460826	30240
460829	425591
461507	2826505
461509	54006
461514	67727
461547	23697
461583	23600
461604	433502
461628	241211
461637	461200
466142	251750
466210	53821
466225	251725
466237	320004
466295	29420
466297	35448
466299	38067
466304	26989
466310	466307
466312	61350
466315	43664
466362	465961
466373	373330
466414	297639
469107	281020
469122	70090
469166	468719
469200	274500
469235	399256
469279	28063
469422	320050
469433	71930
469445	38217
469456	58816
469463	26452
469463	26456
470242	464572
470244	16493
470244	38626
470252	293310
470258	295091
470262	247258
470265	319294
470274	37500
470277	324031
470279	59926
470287	303891
470462	252545
470467	17696
470480	50373
470532	239588
470556	66187
470560	308435
470567	256541
470842	316950
470876	34757
470919	62208
470960	18738
471389	57354
471457	277495
471467	320280
471477	315632
471513	281856
471521	23692
471550	1399
471577	73849
471669	328373
471692	239561
472117	65988
472127	276502
472127	472131
472132	43221
472575	298386
472591	29075
472598	61965
472600	60872
472604	63920
472626	319307
472627	28446
472632	256362
472639	41065
472660	17882
472854	460267
472928	265150
472940	1511
472942	1516
472943	1518
472945	16423
472951	17765
472952	303553
473052	397714
473052	599701
473053	404096
473053	409602
474089	464360
475391	68556
475402	474582
475463	402738
475783	373320
476008	376610
478155	18194
478169	275702
479093	61705
479565	386695
479647	321133
480172	31730
480811	68649
480915	240525
480957	244498
481458	293039
481460	251884
482403	17995
483726	322752
484143	258429
484169	33865
484172	437037
485859	256435
485866	29636
486552	31234
486580	433811
487477	248217
489546	26805
492206	481597
492842	57659
492892	267584
492892	495589
498460	284983
499505	254894
501074	429537
501220	290263
502623	468001
502767	58453
503142	60711
503180	320669
503193	240383
504407	287051
506841	52018
506846	31174
506854	72050
506873	2027
508986	508338
510688	267139
510729	510717
510822	510823
510833	261563
515542	277357
517319	254881
517358	31316
517393	31204
517729	16102
519159	517531
519551	17578
519735	314791
519747	434490
519752	297783
519756	68945
519764	308077
519782	71235
519787	73401
519825	1434
519835	519844
519861	65619
519874	519867
520093	288461
520097	1444950
520097	1444951
520098	245122
520103	317064
520106	271654
520148	484648
520150	432804
520152	28450
520155	282056
520157	249433
520239	38964
520324	42451
520330	73563
520358	264281
520654	456357
520656	53403
521054	50509
521959	64773
522188	24234
522207	287128
522216	56213
522222	286075
522233	64983
522238	244777
523641	35454
523646	52246
523672	523671
523824	292490
523829	315953
523841	38325
523891	61306
523895	65235
523921	73302
523926	283532
523933	45779
523946	72047
523968	255515
523973	47009
526379	251015
526391	260531
526397	64245
526533	435253
526538	325824
526579	264387
526650	60199
526716	291925
526723	320274
527726	252383
527874	254292
527894	277786
527895	69536
527905	1766
527914	62941
527926	237892
527990	527991
528132	528129
528173	272857
528429	34433
528507	52495
528560	17799
528571	528562
528590	69796
528597	307969
528614	49559
528625	288590
528668	288435
528759	263697
530728	530574
530734	23584
530751	378537
530776	39607
530780	242220
530792	57400
530802	279989
530861	257619
532180	319354
532187	249699
532189	66428
532216	250345
532217	297859
532220	27453
532488	259720
532493	4959598
532541	316828
532543	60604
532551	16708
533696	1839
533755	313384
533760	307430
533761	293145
533767	24589
534148	30509
534245	258678
534265	18337
534268	250306
534285	272966
534292	34891
534294	308528
534309	534299
534352	260503
534366	16204
534378	287947
535785	444178
535791	298184
535805	290157
535892	61923
535893	67831
535904	456537
535922	35725
535926	31087
537328	253958
537361	536360
540581	73845
540585	284554
540636	57670
540640	255755
540643	272157
542544	255127
542547	251655
542554	245121
542567	25220
542576	27866
542586	284653
542587	507744
542604	241575
542607	328901
546488	279376
546520	66531
546564	244361
546601	19742
546627	530021
546648	260007
546654	72567
546753	315216
546754	285328
546755	292399
546759	33425
546766	33423
546771	545302
550774	547181
550828	548781
550893	430174
550919	247206
550945	550903
552860	541764
552896	247823
552899	30380
552906	551191
552907	551191
552908	550906
554469	52097
554493	63484
554502	553865
554577	252646
554586	256024
554598	307908
554600	62830
554608	275523
554628	24925
554629	322177
554632	245311
554634	64690
556672	41348
556758	284277
556760	247314
556764	251209
556770	73520
557261	272723
557286	555492
557287	554939
557288	554911
557297	254106
557598	259250
557601	35549
557627	40956
557827	555157
557828	546809
559365	302098
562036	72663
562043	272872
562107	301050
562108	46992
562109	64954
562131	22998
563689	243392
565476	36716
565569	436313
565597	243264
565609	562328
565639	1590
567311	40099
567316	562085
567364	36417
569720	61727
569721	73857
569743	293972
575328	28452
575535	70229
575537	325921
575550	311544
577458	256356
577461	73422
577486	259019
577491	255402
577502	40916
579873	562076
579879	36536
579889	27749
579897	254332
579910	325124
579911	289108
579923	306509
583715	262544
583717	460528
583776	326446
583777	2024
583783	314230
585675	55453
585677	460059
585714	253453
585726	39967
585734	584932
585738	310096
585747	554216
585752	318982
587222	70440
587375	251376
587384	531879
587427	264499
587503	278928
587513	254352
587515	273973
587516	281829
587534	35444
587538	258470
587554	576141
587562	60704
589824	589822
589836	70242
590091	326815
590093	277759
590096	287624
590098	281666
590478	52349
591509	29380
591546	252063
593082	260429
593099	270674
593133	313150
593140	59053
593145	323801
593156	506460
593206	245488
593207	63986
593208	290768
593232	34850
594662	253310
594671	72765
594678	39596
595048	40193
595087	466914
595090	299370
595611	279718
595612	487872
595620	325420
595648	243362
596701	410298
596705	260227
596707	411869
596740	244407
598108	310669
598111	292589
598133	286586
598143	264243
598177	44823
599662	32610
599663	296889
599669	317179
599670	22510
599671	244680
599677	244617
600234	312673
604174	68761
604500	283264
604501	283143
604504	66403
605944	256747
605954	41557
605966	319520
605968	318013
605970	277700
605985	36352
605990	366922
606730	46361
610509	25524
610523	72325
610534	38729
610541	71435
611551	305432
611553	281626
611555	315246
611918	273641
611942	16500
611953	436687
611967	295288
611994	242877
611995	286451
612002	255654
612020	66129
612023	46840
612050	19876
612060	40936
612069	525733
616033	267803
616054	49519
616060	269222
616066	262645
616066	400277
616078	310063
616081	61159
616082	318856
616084	25403
616090	39081
616094	288511
616098	32058
616114	57163
616125	325804
616126	58541
616128	286590
616129	38981
616135	313073
616138	51010
616140	42897
616141	268892
616142	70650
616144	51478
616213	272928
616215	322715
616216	267521
616217	322990
616219	56285
616222	59820
616224	69499
616234	293339
616235	453418
616245	298341
616255	58305
616269	251033
616293	268704
616294	318326
616300	60633
616306	18630
616315	244844
616327	249289
616329	554390
616333	68706
616335	52792
616360	64778
616366	69905
616378	34273
616393	18790
616440	248270
616449	250289
616535	612277
616657	261951
616664	261645
616859	51828
616899	473877
616901	239262
616932	57263
616983	40673
617033	297719
617113	59570
617499	392149
617516	17107
617550	21476
617564	61415
617596	247123
617599	315692
617604	236789
617607	242176
617638	490881
617699	272226
618037	438930
618044	26888
618180	32051
618186	290243
618186	312266
618187	310646
618196	535514
618226	295622
618276	440064
618309	1698
618321	288332
619140	30907
619146	57245
619178	281056
619187	265542
619458	68794
619471	274531
619478	250287
619481	242505
619533	245352
619536	23139
619538	60286
619542	283301
619554	255974
619704	246595
633881	63650
633885	276484
633888	246032
633890	19041
633894	288165
634055	57970
634071	296915
635051	436479
635065	259452
635069	301867
638971	268710
638980	297275
642553	323862
642564	295904
642586	570246
642594	33756
642836	247807
642846	25013
642877	639374
642891	21861
642892	71436
642894	640839
645763	52467
647672	44164
659596	56013
659603	55884
659609	310225
660557	313527
660568	312645
660571	242084
660572	67869
660578	33465
661143	531690
661164	33821
661166	314074
661182	51338
661186	305539
661189	489008
662444	28935
662793	63967
662795	239044
662796	270846
662799	267292
664506	289977
664509	61643
664514	272537
664539	242270
664552	35357
664552	979150
664982	60470
664991	65522
665006	48670
665013	320392
665019	297743
665022	663754
669076	257144
669087	267166
670491	270034
670540	282397
670575	19743
670637	454458
670641	318881
672300	27249
672312	418621
672320	298059
672334	35472
672766	261237
672773	258623
672777	68430
672805	672804
672809	627420
672815	53211
672816	19446
672819	324605
672820	70190
672822	53401
672826	259849
674253	255309
674471	674464
675825	675826
675956	38663
676043	295850
676191	467291
676216	318879
676245	264399
676270	676269
678112	239006
678143	47203
678185	281698
678865	277576
678893	46478
678897	276163
678911	243544
678915	61336
679817	298300
679827	299523
679834	394944
683030	240372
683033	286071
683034	42921
683037	320682
683053	532827
683058	246918
683062	72423
683075	678279
683077	679825
683094	16356
683236	272852
683241	27769
684820	46542
684834	272925
684855	283685
684856	308972
684867	453825
685186	71270
685190	65809
685328	551523
685335	291020
686422	68917
686428	438244
686448	44088
688257	24132
688270	47611
688282	325416
689764	259448
689785	561091
692001	40223
692007	259580
692012	273819
692043	243802
692047	21859
692049	283975
692053	500019
692058	530595
692062	245985
692065	253769
692068	23091
692077	325418
692874	64373
692878	323570
692880	311850
692881	244969
692882	31471
694565	46605
700940	250836
700941	27732
700946	253439
701130	644918
701142	279087
701147	268099
708524	254987
708525	72767
708558	70341
708579	610682
708707	245020
708843	260040
708848	315963
710754	303751
714911	2077
714913	2077
716710	244793
721212	434342
722491	482385
722522	244332
729452	324082
729466	259207
750611	17283
750740	47739
750741	273489
750743	267519
750748	16927
750749	16964
750751	16999
750772	34018
750785	313049
750789	313050
750797	313054
750806	313055
750823	750813
750828	750805
750831	750803
750840	750731
750841	38937
750845	38937
750851	453147
750852	750677
750854	292024
750860	750668
750864	277494
750880	276223
750903	750905
750907	750906
750908	750898
750913	464454
750917	265797
750924	750881
750926	750881
750927	750923
750930	324240
750932	750629
750970	687928
750972	434156
751166	751157
757756	274217
758447	41480
758457	73617
758460	317370
758507	47562
758580	311963
758607	65515
758620	685951
758626	279592
759695	479979
759698	561962
759700	514761
759703	303782
759708	752998
759710	67812
759711	753006
759712	268734
759718	72987
759733	17753
759738	702472
759740	62200
759745	31971
762026	240698
762027	247364
762034	20812
762043	25594
762551	293627
762561	272487
763082	467672
763085	245795
763091	67325
763100	276545
764036	320720
764038	264317
764054	252366
764057	245318
764064	763554
764066	73712
764074	1861
764091	70031
764105	251392
772435	36596
772451	34934
772459	764182
772463	764180
772464	764185
772525	26170
772525	378270
772540	254880
774050	246832
774119	6110
774126	1543
779820	282708
779846	269019
779846	1230435
779848	243262
779850	240224
779870	273564
779895	779563
780356	28133
780360	296950
780621	287363
784397	505870
784404	506446
784407	55694
784411	783594
784413	783381
784417	783222
784422	781831
784425	781586
784427	781490
787350	72107
787359	490011
787388	54949
787530	249251
787546	303368
787554	65547
791301	323644
793804	252926
793807	281870
793829	246045
793852	38329
793861	313526
793863	298996
793866	51482
795363	526888
795368	72808
795404	292874
795411	276697
795428	253447
795483	268401
800770	17626
800841	277777
800842	56926
815010	36330
815015	815014
815023	317067
820347	71328
821424	272762
821428	18098
821444	1664
821445	72941
821446	21238
821456	40977
829552	829531
829562	257524
837955	30151
837960	240032
840673	245394
840697	43527
840714	306277
840818	840814
840825	307771
840827	438731
840828	262535
840843	272007
840845	259718
840853	32606
840856	715631
840877	25449
840888	295628
841293	244780
843825	268653
843872	18812
849967	283522
851650	413828
851660	322478
851661	30364
851662	240162
851663	65363
851664	476416
851668	502232
851679	319518
851702	391757
851704	249147
855946	490841
855948	279936
857704	252015
857716	276366
857731	388881
857738	69906
857744	279600
857747	255766
857752	279737
857779	434764
857786	283738
857827	321483
864568	69032
864572	41902
866857	278098
868339	867922
868342	319986
868343	33571
868348	308103
868352	66739
868358	53834
868366	413608
868374	313876
868375	244442
868379	277746
868380	30722
868381	329671
868382	71723
878760	58174
878769	292410
896598	325788
896607	52324
896614	276329
896619	307991
896622	316616
896634	245444
903158	283986
903166	400165
903171	248006
903179	546928
903183	57092
903193	299070
903768	310771
903781	695186
903782	325009
913832	61228
924636	373320
973645	64224
973648	70316
973650	71096
973651	67041
973655	749293
973656	643271
973661	251843
984834	318193
984839	72856
984916	310155
984935	297074
1016746	434584
1016752	623182
1030342	307828
1030369	948281
1039973	1068778
1068784	65147
1068949	1068952
1068957	1068958
1069144	251631
1069168	3687354
1069183	59445
1069207	1069208
1069212	804193
1069214	259032
1069223	806985
1069238	17379
1069248	326318
1069249	385392
1069253	953260
1069256	291019
1069259	3687342
1069261	297200
1069266	239481
1069270	307528
1069277	50105
1069298	3603901
1069455	3687360
1069481	967084
1069521	434376
1070708	1070698
1070716	247862
1071620	448963
1071664	1071660
1071696	72201
1071889	1071892
1074100	261503
1074100	477193
1079301	22072
1080805	1080802
1081079	40227
1081081	278505
1081444	250299
1081503	408261
1082815	1796037
1082820	44243
1082830	71054
1083205	37571
1083209	55869
1083212	38047
1083338	285731
1083800	16801
1083802	62898
1083803	1067130
1083819	17401
1085538	623995
1085539	35758
1085540	253086
1085543	280647
1085588	242809
1085654	789735
1085670	558512
1096787	868965
1097582	247464
1097584	306681
1097587	39008
1097588	682147
1097590	16543
1097591	281077
1097592	21854
1097594	259016
1097887	881861
1111117	1111118
1127061	252321
1127071	242802
1127268	323181
1128587	388668
1132196	69874
1132200	247339
1132208	663914
1132246	261911
1132252	247453
1132276	32716
1132289	316845
1135067	245012
1135078	299746
1135086	1723
1135094	533263
1135103	258471
1179626	67511
1179644	254655
1179647	297626
1181744	36409
1187963	436181
1187979	73978
1187985	277768
1188001	71751
1188042	1343267
1188076	255532
1188094	255853
1188096	256342
1188096	1232224
1188100	39427
1188105	256157
1188107	259747
1188107	261748
1188107	261749
1188107	1276130
1188123	1024660
1188141	520135
1193392	54660
1240139	27095
1240173	1240172
1240175	261103
1240180	261327
1240185	50959
1240187	237860
1241877	242619
1241881	644990
1241883	305516
1241889	272482
1241890	242375
1241901	1027353
1241920	289890
1241923	519311
1241925	41071
1248139	853219
1248145	241763
1248157	27377
1253080	439781
1269883	20586
1269943	21075
1272438	29600
1272439	60147
1272440	1153061
1272441	716144
1272442	24581
1272691	1183708
1272702	710954
1298619	306395
1298620	242033
1298621	264550
1298623	243025
1304756	1304757
1304758	1304759
1304762	526545
1304766	1237061
1313362	251090
1321380	242766
1321382	240597
1321385	32067
1321386	314922
1321388	46253
1321392	910328
1321394	433518
1321395	433518
1323309	27051
1323312	722747
1323315	1392479
1324049	49537
1324052	242233
1324052	1328805
1324052	1328806
1324055	54229
1324059	974181
1324069	243302
1324086	640843
1324103	18858
1324108	436096
1324110	61052
1324117	246627
1324141	453163
1324913	31220
1326663	484882
1326683	251857
1326684	251968
1326703	66279
1326705	63403
1326715	677767
1327461	932906
1328725	251899
1328741	681574
1329317	1186449
1329352	885394
1329356	485979
1329549	63043
1329550	46644
1329554	749588
1343166	1392478
1343279	326074
1343286	54253
1343289	253446
1343680	58568
1343697	327331
1343697	680109
1344071	254730
1344081	464442
1344099	69808
1344114	431843
1344140	1024740
1344146	1125492
1344157	1241173
1344162	674261
1344169	452275
1344547	254935
1345531	645434
1345533	644533
1345540	644519
1345608	568985
1345609	568985
1345610	321343
1345614	245554
1345615	245554
1345635	662580
1345637	635041
1359667	255401
1359725	872853
1359743	283418
1359752	16457
1361716	274430
1361745	24463
1361807	953855
1361946	584258
1363557	283557
1363585	60512
1363609	60927
1363612	37696
1365938	1024770
1371631	312122
1371702	797007
1371754	1365847
1383449	71871
1385196	292670
1385210	244539
1385222	948030
1385222	1216234
1385410	1387027
1385489	1387025
1385520	3502216
1386973	801719
1386978	1346174
1388524	838820
1390758	23701
1393419	1393422
1393427	980457
1393429	25768
1393429	69635
1393435	264749
1393441	250720
1393444	1392711
1393449	537458
1393454	68433
1393459	31157
1393501	707232
1393511	762694
1398681	57350
1398683	460058
1399185	71307
1399196	292766
1399229	261217
1399241	457633
1399243	69927
1399246	25538
1399253	43926
1399254	301587
1399256	262476
1399274	1399271
1399805	71844
1399834	476845
1400892	755509
1401671	292033
1401684	69556
1401704	1005334
1401712	69073
1401718	1046417
1401727	297797
1401736	318921
1401736	1355896
1401767	16475
1401781	1180919
1401787	953574
1401791	17311
1401819	284571
1401820	328746
1404368	238578
1404371	682439
1404408	289506
1404411	284943
1415621	33182
1415630	410244
1422562	1098217
1434615	953191
1448403	56269
1448411	301534
1448418	33096
1448418	1448412
1449901	838874
1449925	1372574
1449947	507444
1450039	314244
1450198	329588
1450717	516619
1452248	41247
1452303	303667
1452314	38067
1452319	26595
1452321	1060570
1452351	257850
1452372	919038
1452387	2225
1452421	36154
1452423	314975
1452475	59003
1454062	1454061
1455144	279189
1455146	953226
1455149	71269
1455211	730312
1459155	1764
1459208	23251
1460217	1457529
1460228	401759
1461037	1098095
1463862	32643
1463867	32594
1466947	1466943
1466961	1466931
1470539	427813
1470547	1362038
1470561	39471
1472223	1028531
1472248	250322
1472263	448968
1472294	2210
1472346	1472328
1472371	1472368
1472802	312241
1474302	1178046
1479335	36482
1479343	31303
1481514	456441
1481672	314802
1481823	1312248
1489808	48292
1489809	322096
1489812	48226
1490841	327140
1490854	554615
1493380	773323
1506973	1506901
1528264	1120297
1528264	1121209
1530724	273682
1530726	273682
1530728	273682
1530733	259169
1530738	243637
1530774	260040
1531475	516604
1531512	361576
1531516	812827
1531615	958817
1531617	256122
1531623	939903
1531626	1101266
1531636	294391
1531662	886884
1531665	2424
1531666	20398
1531667	23862
1531713	263620
1531721	263638
1531723	898903
1531768	27046
1531776	593267
1531779	579774
1531780	237679
1531859	749788
1531862	55742
1531870	2077
1531878	760574
1532168	24958
1532169	1276904
1532170	1066758
1532306	259775
1532309	1235430
1532313	1432
1532353	16659
1532355	26426
1532363	1415203
1532369	1404323
1532390	627359
1532394	437031
1532398	258174
1533388	703123
1535686	2574423
1541964	497731
1541974	241633
1541992	65942
1541996	537749
1542002	254516
1542003	287430
1542003	609039
1542007	477195
1542027	903852
1547109	1547113
1547173	289615
1553551	36134
1553556	1553372
1553557	1022461
1553746	300378
1553748	1553747
1553754	291757
1553756	44452
1553759	24698
1553764	57368
1553768	256399
1553769	294155
1554997	36493
1555120	36419
1555122	319166
1555125	292492
1555130	73897
1560879	367118
1560881	255985
1561057	1391804
1562574	16458
1566319	307215
1567831	41061
1567832	903832
1569770	968248
1569780	34322
1569788	508778
1569795	51133
1569816	1569817
1570039	267360
1570041	886980
1570043	473588
1570044	2306
1570045	39221
1570046	29780
1570839	70387
1570840	243355
1572637	723430
1572646	240457
1572649	296622
1572667	733810
1572703	1572702
1573090	43267
1573101	436953
1573265	248212
1573273	27231
1573277	404098
1573302	1534327
1574182	1574180
1579565	1140954
1579574	1579452
1579581	1579415
1579585	1579455
